meet_name,meet_url,event_number,event_name,is_relay,name,time,time_url
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Billy Sanderson,47.51,https://www.swimcloud.com/times/148087983/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Henry Shannon,47.73,https://www.swimcloud.com/times/148087959/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Logan Ames,47.89,https://www.swimcloud.com/times/148087947/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Michael Kusch,48.01,https://www.swimcloud.com/times/148087981/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Samuel Staudinger,48.01,https://www.swimcloud.com/times/148087975/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Sun-Jin Shah,48.11,https://www.swimcloud.com/times/148087967/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Nikita Ambotas,48.12,https://www.swimcloud.com/times/148087926/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Xhayne Epperson,48.24,https://www.swimcloud.com/times/148087973/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Strati Anastos,48.24,https://www.swimcloud.com/times/148087961/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Inno Song,48.27,https://www.swimcloud.com/times/148087994/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Arda Suer,48.33,https://www.swimcloud.com/times/148087965/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Declan Doran,48.33,https://www.swimcloud.com/times/148087938/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Spencer Grayson,48.44,https://www.swimcloud.com/times/148087945/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Rowan Karaca,48.54,https://www.swimcloud.com/times/148087929/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Logan Temming,48.71,https://www.swimcloud.com/times/148087978/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Liam Witting,48.72,https://www.swimcloud.com/times/148087933/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Calem Striker,48.75,https://www.swimcloud.com/times/148087955/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Eric Li,48.83,https://www.swimcloud.com/times/148087991/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Carter Leach,49.02,https://www.swimcloud.com/times/148087935/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Ethan Pak,49.02,https://www.swimcloud.com/times/148087990/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Ethan Brodman,49.10,https://www.swimcloud.com/times/148087972/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Liam Young,49.17,https://www.swimcloud.com/times/148087980/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Joseph Testani,49.33,https://www.swimcloud.com/times/148087963/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Xavier Joseph,49.51,https://www.swimcloud.com/times/148087969/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Aaron Carrigan,49.62,https://www.swimcloud.com/times/148087942/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Landon Johnson,49.63,https://www.swimcloud.com/times/148087977/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Conner Rudd,50.49,https://www.swimcloud.com/times/148087987/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Lucas Porta,51.09,https://www.swimcloud.com/times/148087964/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,7,100 Free Men Finals,False,Shawn Paul Hansen,51.15,https://www.swimcloud.com/times/148087928/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Sean Green,4:17.44,https://www.swimcloud.com/times/148087850/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Will Siegel,4:27.53,https://www.swimcloud.com/times/148087856/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ryan Baldwin,4:31.23,https://www.swimcloud.com/times/148087897/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Zack Arnold,4:32.48,https://www.swimcloud.com/times/148087859/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Avi Stahl,4:37.31,https://www.swimcloud.com/times/148087913/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Max Anderson,4:37.39,https://www.swimcloud.com/times/148087925/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Anderson Baird,4:38.70,https://www.swimcloud.com/times/148087911/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Sam Koenigsberg,4:39.94,https://www.swimcloud.com/times/148087882/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Koen Anderson,4:40.66,https://www.swimcloud.com/times/148087873/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ethan Chinea,4:41.56,https://www.swimcloud.com/times/148087922/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,George Newsome,4:41.12,https://www.swimcloud.com/times/148087899/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Owen Gjertsen,4:41.46,https://www.swimcloud.com/times/148087887/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Patrick O'Hagan,4:41.78,https://www.swimcloud.com/times/148087915/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Jack Mummery,4:43.27,https://www.swimcloud.com/times/148087891/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Deniz Ucku,4:43.62,https://www.swimcloud.com/times/148087893/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Aidan Polese,4:45.81,https://www.swimcloud.com/times/148087867/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Troy Luley,4:45.93,https://www.swimcloud.com/times/148087889/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Zachary Trenczer,4:47.34,https://www.swimcloud.com/times/148087895/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Patrick Fanshawe,4:48.81,https://www.swimcloud.com/times/148087901/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Brady Garcia,4:49.32,https://www.swimcloud.com/times/148087876/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Lorenzo Aquilino,4:43.35,https://www.swimcloud.com/times/148087909/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Johnny Macko,4:46.78,https://www.swimcloud.com/times/148087854/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Jacob Cerrato,4:46.86,https://www.swimcloud.com/times/148087852/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Kosta Oluic,4:47.65,https://www.swimcloud.com/times/148087903/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Johnny Casalinuovo,4:47.72,https://www.swimcloud.com/times/148087885/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ryan Loveless,4:48.50,https://www.swimcloud.com/times/148087865/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ryan Sommerstad,4:49.53,https://www.swimcloud.com/times/148087905/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Robert Pedersen,4:49.86,https://www.swimcloud.com/times/148087907/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Preston Chan,4:53.73,https://www.swimcloud.com/times/148087920/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Alex Hoffmann,4:54.49,https://www.swimcloud.com/times/148087871/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Sean Green,4:21.27,https://www.swimcloud.com/times/148087849/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Will Siegel,4:27.00,https://www.swimcloud.com/times/148087855/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ryan Baldwin,4:32.74,https://www.swimcloud.com/times/148087896/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Avi Stahl,4:35.17,https://www.swimcloud.com/times/148087912/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Zack Arnold,4:35.47,https://www.swimcloud.com/times/148087858/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Max Anderson,4:36.10,https://www.swimcloud.com/times/148087924/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Koen Anderson,4:39.96,https://www.swimcloud.com/times/148087872/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Anderson Baird,4:41.15,https://www.swimcloud.com/times/148087910/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ethan Chinea,4:42.03,https://www.swimcloud.com/times/148087921/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Sam Koenigsberg,4:43.29,https://www.swimcloud.com/times/148087881/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Jack Mummery,4:43.55,https://www.swimcloud.com/times/148087890/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Patrick O'Hagan,4:43.74,https://www.swimcloud.com/times/148087914/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Deniz Ucku,4:43.79,https://www.swimcloud.com/times/148087892/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Owen Gjertsen,4:43.97,https://www.swimcloud.com/times/148087886/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Zachary Trenczer,4:44.56,https://www.swimcloud.com/times/148087894/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Patrick Fanshawe,4:44.69,https://www.swimcloud.com/times/148087900/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,George Newsome,4:45.39,https://www.swimcloud.com/times/148087898/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Aidan Polese,4:45.85,https://www.swimcloud.com/times/148087866/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Brady Garcia,4:45.86,https://www.swimcloud.com/times/148087875/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Troy Luley,4:46.48,https://www.swimcloud.com/times/148087888/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Johnny Casalinuovo,4:47.29,https://www.swimcloud.com/times/148087884/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Johnny Macko,4:47.75,https://www.swimcloud.com/times/148087853/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Robert Pedersen,4:47.76,https://www.swimcloud.com/times/148087906/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Kosta Oluic,4:48.29,https://www.swimcloud.com/times/148087902/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Jacob Cerrato,4:48.30,https://www.swimcloud.com/times/148087851/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Lorenzo Aquilino,4:49.82,https://www.swimcloud.com/times/148087908/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ryan Loveless,4:50.24,https://www.swimcloud.com/times/148087864/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Ryan Sommerstad,4:50.68,https://www.swimcloud.com/times/148087904/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Preston Chan,4:51.43,https://www.swimcloud.com/times/148087919/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Alex Hoffmann,4:51.51,https://www.swimcloud.com/times/148087870/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Noah Stern,4:51.62,https://www.swimcloud.com/times/148087877/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Luka Di Fabio,4:51.64,https://www.swimcloud.com/times/148087861/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Aiden Moran,4:51.66,https://www.swimcloud.com/times/148087878/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Xavier Kulak,4:52.47,https://www.swimcloud.com/times/148087857/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Victor Pan,4:52.59,https://www.swimcloud.com/times/148087923/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Yi Wei Lim,4:52.83,https://www.swimcloud.com/times/148087916/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Matthew Spence,4:53.62,https://www.swimcloud.com/times/148087918/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Liam Harty,4:55.04,https://www.swimcloud.com/times/148087868/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Aidan Grant,4:55.25,https://www.swimcloud.com/times/148087869/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Andrew Acocella,4:55.67,https://www.swimcloud.com/times/148087863/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Gus Constantine,4:57.69,https://www.swimcloud.com/times/148087880/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Warren Peng,4:57.98,https://www.swimcloud.com/times/148087883/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Aiden O'Shea,4:58.53,https://www.swimcloud.com/times/148087879/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,James Hyman,4:58.69,https://www.swimcloud.com/times/148087917/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,8,500 Free Men,False,Jackson Dinan,5:30.52,https://www.swimcloud.com/times/148087860/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Frewsburg (A),1:23.85,https://www.swimcloud.com/times/148088317/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Mcquaid Jesuit (A),1:24.54,https://www.swimcloud.com/times/148088333/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Wlmsvl East (A),1:26.05,https://www.swimcloud.com/times/148088355/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Fordham Prep (A),1:26.16,https://www.swimcloud.com/times/148088315/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Hauppauge-Smithtown (A),1:26.30,https://www.swimcloud.com/times/148088321/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Stuyvesant (A),1:27.01,https://www.swimcloud.com/times/148088349/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Pittsford (A),1:27.37,https://www.swimcloud.com/times/148088345/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Maine Endwell (A),1:27.47,https://www.swimcloud.com/times/148088329/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Fairport (A),1:27.78,https://www.swimcloud.com/times/148088313/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,New Hartford (A),1:28.67,https://www.swimcloud.com/times/148088335/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Kingston (A),1:28.09,https://www.swimcloud.com/times/148088327/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Clarkstown (A),1:28.41,https://www.swimcloud.com/times/148088309/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,HHH-Kings Park (A),1:28.45,https://www.swimcloud.com/times/148088319/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Herricks (A),1:28.52,https://www.swimcloud.com/times/148088323/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,NPort-Commack (A),1:28.93,https://www.swimcloud.com/times/148088339/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Shenendehowa (A),1:29.18,https://www.swimcloud.com/times/148088347/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Wlmsvl North (A),1:29.44,https://www.swimcloud.com/times/148088357/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Orchard Park (A),1:29.59,https://www.swimcloud.com/times/148088341/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Clarence (A),1:30.16,https://www.swimcloud.com/times/148088307/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Bellmore-Merrick (A),1:30.63,https://www.swimcloud.com/times/148088305/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Pine Bush (A),1:29.23,https://www.swimcloud.com/times/148088343/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Wlmsvl South (A),1:29.65,https://www.swimcloud.com/times/148088359/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,CorningPaintPost (A),1:29.69,https://www.swimcloud.com/times/148088311/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Manhasset Senior (A),1:29.80,https://www.swimcloud.com/times/148088331/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Syosset Senior (A),1:30.34,https://www.swimcloud.com/times/148088351/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Webster (A),1:30.95,https://www.swimcloud.com/times/148088353/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Jericho (A),1:35.06,https://www.swimcloud.com/times/148088325/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Ausable Valley (A),1:46.44,https://www.swimcloud.com/times/148088303/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Frewsburg (A),1:25.00,https://www.swimcloud.com/times/148088316/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Mcquaid Jesuit (A),1:25.36,https://www.swimcloud.com/times/148088332/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Pittsford (A),1:26.84,https://www.swimcloud.com/times/148088344/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Hauppauge-Smithtown (A),1:26.88,https://www.swimcloud.com/times/148088320/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Stuyvesant (A),1:26.90,https://www.swimcloud.com/times/148088348/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Wlmsvl East (A),1:26.94,https://www.swimcloud.com/times/148088354/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Fordham Prep (A),1:27.46,https://www.swimcloud.com/times/148088314/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Maine Endwell (A),1:27.69,https://www.swimcloud.com/times/148088328/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,New Hartford (A),1:28.13,https://www.swimcloud.com/times/148088334/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Fairport (A),1:28.14,https://www.swimcloud.com/times/148088312/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Herricks (A),1:28.28,https://www.swimcloud.com/times/148088322/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,HHH-Kings Park (A),1:28.73,https://www.swimcloud.com/times/148088318/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Kingston (A),1:28.77,https://www.swimcloud.com/times/148088326/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,NPort-Commack (A),1:29.17,https://www.swimcloud.com/times/148088338/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Wlmsvl North (A),1:29.23,https://www.swimcloud.com/times/148088356/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Clarkstown (A),1:29.55,https://www.swimcloud.com/times/148088308/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Bellmore-Merrick (A),1:29.71,https://www.swimcloud.com/times/148088304/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Clarence (A),1:29.85,https://www.swimcloud.com/times/148088306/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Shenendehowa (A),1:29.94,https://www.swimcloud.com/times/148088346/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Orchard Park (A),1:30.04,https://www.swimcloud.com/times/148088340/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,CorningPaintPost (A),1:30.16,https://www.swimcloud.com/times/148088310/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Syosset Senior (A),1:30.25,https://www.swimcloud.com/times/148088350/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Manhasset Senior (A),1:30.26,https://www.swimcloud.com/times/148088330/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Niagara Falls (A),1:30.40,https://www.swimcloud.com/times/148088336/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Webster (A),1:30.49,https://www.swimcloud.com/times/148088352/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Pine Bush (A),1:30.55,https://www.swimcloud.com/times/148088342/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Wlmsvl South (A),1:30.68,https://www.swimcloud.com/times/148088358/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Jericho (A),1:35.06,https://www.swimcloud.com/times/148088324/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,9,200 Free Relay Men,True,Ausable Valley (A),1:46.28,https://www.swimcloud.com/times/148088302/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Isaih Francis,48.59,https://www.swimcloud.com/times/148088170/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Evan Creter,49.61,https://www.swimcloud.com/times/148088193/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Trevor Green,49.98,https://www.swimcloud.com/times/148088216/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Alix Perras,50.57,https://www.swimcloud.com/times/148088161/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Devin Rothman,50.62,https://www.swimcloud.com/times/148088176/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Thomas Hellenthal,51.15,https://www.swimcloud.com/times/148088174/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Quinn Nelson,51.18,https://www.swimcloud.com/times/148088166/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Owen Daniels,51.55,https://www.swimcloud.com/times/148088214/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Reid O'Connell,51.60,https://www.swimcloud.com/times/148088224/
